"","standardised_crepon_profit","crepon_treatment"
"256",-117.303230412279,0
"257",194.181688381224,1
"258",0,1
"259",168.124219168303,1
"260",0,1
"261",0,0
"262",-32.9555595216848,0
"263",0,0
"264",0,0
"265",770.712118507942,0
"266",52.7396037836873,0
"267",-6.24665357844012,0
"268",214.590398001071,0
"269",197.983223273246,0
"270",43.2803855077637,0
"271",235.275745136534,0
"272",0,0
"273",37.4799214706407,0
"274",122.702123862217,0
"275",-17.6691058361592,0
"276",57.1122612885954,0
"277",-10.2177404961628,0
"278",768.249152239872,0
"279",-322.264858111726,0
"280",319.560949491344,0
"281",56.5768338390148,0
"282",-199.625200785294,0
"283",21.9525254328039,0
"284",-159.021952525433,0
"285",915.402462966268,0
"286",-234.606460824558,0
"287",1115.83080492593,0
"288",-50.0624665357844,0
"289",398.090308763163,0
"290",38.7292521863288,0
"291",749.598429412815,0
"292",178.877387114046,0
"293",0,0
"294",74.5136533999643,0
"295",0,0
"296",0,0
"297",-19.9892914510084,0
"298",0,0
"299",8.92379082634303,0
"300",126.271640192754,0
"301",0,0
"302",0,0
"303",0,0
"304",126.717829734071,0
"305",59.1201142245226,0
"306",466.981973942531,0
"307",-19.9892914510084,0
"308",0,0
"309",259.057647688738,0
"310",159.825093699804,0
"311",-157.594145993218,0
"312",0,0
"313",481.884704622524,0
"314",0,0
"315",0,0
"316",0,0
"317",0,0
"318",0,0
"319",-82.0988756023559,0
"320",-112.975191861503,0
"321",0,0
"322",28.3776548277708,0
"323",0,0
"324",0,0
"325",-7.49598429412815,0
"326",0,0
"327",133.18757808317,0
"328",0,0
"329",0,0
"330",0,0
"331",0,0
"332",0,0
"333",157.504908084955,0
"334",57.1122612885954,0
"335",0,0
"336",407.817240763877,0
"337",-34.8920221310013,0
"338",0,0
"339",-17.4013921113689,0
"340",0,0
"341",0,0
"342",0,0
"343",0,0
"344",0,0
"345",-1.51704444047832,1
"346",-34.2673567731572,1
"347",0,1
"348",26.5928966625022,1
"349",-44.797429948242,1
"350",14.3673032304123,1
"351",-1338.56862395145,1
"352",5.8897019453864,1
"353",29.2254149562734,1
"354",-90.6300196323398,1
"355",86.9623416027128,1
"356",698.822059610923,1
"357",118.240228449045,1
"358",928.520435480992,1
"359",0,1
"360",0,1
"361",-74.0674638586472,1
"362",96.9123683740853,1
"363",126.673210779939,1
"364",0,1
"365",17.6244868820275,1
"366",26.7713724790291,1
"367",-342.941281456363,1
"368",14.8915759414599,1
"369",62.5780831697305,1
"370",540.335534535071,1
"371",29.1138675709441,1
"372",-6.93824736748171,1
"373",293.815812957344,1
"374",-140.192753881849,1
"375",-133.589148670355,1
"376",1609.39675174014,1
"377",63.8943423166161,1
"378",-112.350526503659,1
"379",-174.013921113689,1
"380",270.569337854721,1
"381",1663.02873460646,1
"382",-44.9759057647689,1
"383",163.260753167946,0
"384",255.131179725147,0
"385",572.728895234696,0
"386",98.6748170622881,0
"387",0,0
"388",0,0
"389",-59.521684811708,0
"390",0,0
"391",0,0
"392",0,0
"393",-337.67624486882,1
"394",529.671604497591,1
"395",-227.467428163484,1
"396",0,1
"397",506.603605211494,1
"398",-121.363555238265,1
"399",52.6503658754239,1
"400",0,1
"401",-30.2962698554346,1
"402",0,1
"403",791.227913617705,1
"404",-329.287881492058,1
"405",207.478136712475,1
"406",143.940746028913,1
"407",160.360521149384,1
"408",0,1
"409",0,1
"410",-346.823130465822,1
"411",-1.42780653221488,1
"412",192.263073353561,1
"413",844.547563805104,1
"414",68.4900945921828,1
"415",818.9362841335,1
"416",-80.5818311618776,1
"417",116.366232375513,1
"418",-103.382116723184,1
"419",0,1
"420",291.897197929681,1
"421",469.346778511512,1
"422",0,1
"423",9.45921827592361,1
"424",133.45529180796,1
"425",0,1
"426",-1.78475816526861,1
"427",435.570230233803,1
"428",0,1
"429",115.384615384615,1
"430",0,1
"431",184.008566839193,1
"432",0,1
"433",349.36641085133,1
"434",148.581117258611,1
"435",0,1
"436",0,1
"437",0,1
"438",215.688024272711,1
"439",108.290201677673,1
"440",0,1
"441",0,1
"442",149.964304836695,1
"443",0,1
"444",-29.3592718186686,1
"445",52.6503658754239,1
"446",-13.8764947349634,1
"447",-25.1650901302873,1
"448",0,1
"449",-80.8495448866679,1
"450",0,1
"451",0,1
"452",174.326253792611,1
"453",91.0226664286989,1
"454",0,0
"455",-318.400856683919,0
"456",85.5077636980189,0
"457",123.282170265929,0
"458",127.074781367125,0
"459",-170.979832232732,0
"460",-1.91861502766375,0
"461",211.76155630912,0
"462",13.7426378725683,0
"463",-2.85561306442977,0
"464",-242.325539889345,0
"465",-101.19578797073,0
"466",0,0
"467",688.291986435838,0
"468",-76.2091736569695,0
"469",0,1
"470",0,1
"471",0,1
"472",0,1
"473",0,1
"474",0,1
"475",0,1
"476",0,1
"477",0,1
"478",0,1
"479",0,1
"480",0,1
"481",0,1
"482",0,1
"483",0,1
"484",0,1
"485",0,1
"486",-436.641085132965,1
"487",0,1
"488",0,1
"489",0,1
"490",2060.32482598608,1
"491",0,1
"492",0,1
"493",0,1
"494",266.732107799393,1
"495",160.628234874175,1
"496",11.2885953953239,1
"497",112.314831340353,1
"498",-17.9368195609495,1
"499",0,0
"500",0,0
"501",4.86346600035695,1
"502",39.6662502230948,1
"503",119.93574870605,1
"504",680.082098875602,1
"505",148.80421202927,1
"506",105.702302338033,1
"507",220.86382295199,1
"508",50.7317508477601,1
"509",101.552739603784,1
"510",-154.917008745315,1
"511",138.586471533107,1
"512",-242.950205247189,1
"513",2.3023380331965,1
"514",0,1
"515",78.0117794038908,1
"516",-35.2935927181867,1
"517",-5.33196501873996,1
"518",-81.7865429234339,1
"519",211.940032125647,1
"520",137.337140817419,1
"521",0,1
"522",0,1
"523",65.3667678029627,1
"524",0,1
"525",121.006603605212,1
"526",608.593610565768,0
"527",98.3401749063002,0
"528",105.61306442977,0
"529",35.6951633053721,0
"530",44.6189541317152,0
"531",86.2930572907371,0
"532",0,0
"533",218.436551847225,0
"534",4.9973228627521,0
"535",58.0938782794931,0
"536",0,0
"537",513.117972514724,0
"538",102.088167053364,0
"539",28.9309298590041,0
"540",30.5639835802249,0
"541",406.567910048188,0
"542",0,0
"543",148.581117258611,0
"544",42.92343387471,0
"545",531.411743708727,0
"546",98.0724611815099,0
"547",-198.866678565054,0
"548",59.7224701053007,0
"549",-52.9180796002142,0
"550",0,0
"551",131.179725147243,0
"552",29.448509726932,0
"553",2.63251829377119,0
"554",0,0
"555",321.390326610744,0
"556",-147.376405497055,0
"557",0,1
"558",21.3278600749598,1
"559",116.455470283777,1
"560",222.202391575941,0
"561",128.591825807603,0
"562",327.949312868106,0
"563",0,0
"564",-47.1176155630912,0
"565",22.8449045154382,0
"566",-35.3828306264501,0
"567",14.6350169552026,0
"568",0,0
"569",0,0
"570",-182.982330894164,0
"571",106.996252007853,0
"572",1085.48991611637,0
"573",296.31447438872,0
"574",53.2304122791362,0
"575",51.0351597358558,0
"576",-1.04408352668213,0
"577",-83.6159200428342,0
"578",-96.1984651079779,0
"579",72.1934677851151,0
"580",8.92379082634303,0
"581",94.6368017133678,0
"582",-8.49991076209174,0
"583",49.7501338568624,0
"584",0,0
"585",60.6817776191326,0
"586",247.322862752097,0
"587",-18.2045332857398,0
"588",29.760842405854,0
"589",153.043012671783,0
"590",31.866857040871,0
"591",-17.3567731572372,0
"592",0,0
"593",200.071390326611,0
"594",0,0
"595",-22.5325718365162,0
"596",25.7005175798679,0
"597",41.6294842048902,0
"598",-56.8445475638051,0
"599",-78.5293592718187,0
"600",133.45529180796,0
"601",440.960199892915,0
"602",20.3016241299304,0
"603",27.7529894699268,0
"604",207.513831875781,0
"605",14.9919685882563,0
"606",337.319293235767,0
"607",27.3960378368731,0
"608",0,0
"609",14.9919685882563,0
"610",0,0
"611",-112.439764411922,0
"612",-74.7367481706229,0
"613",0,0
"614",79.6894520792433,0
"615",0,0
"616",-17.4460110655006,0
"617",305.639835802249,0
"618",-72.969837587007,0
"619",163.305372122077,1
"620",444.8509726932,1
"621",662.993039443156,1
"622",102.222023915759,1
"623",0,1
"624",3.30180260574692,1
"625",180.617526325183,1
"626",86.2930572907371,1
"627",33.4642155987864,1
"628",155.273960378369,1
"629",123.683740853114,1
"630",0,1
"631",489.826878457969,1
"632",41.9641263608781,1
"633",-8.65607710155274,1
"634",90.7995716580403,1
"635",-63.1804390505087,1
"636",-46.3144743887203,1
"637",-33.1179829722916,1
"638",31.0994110298055,1
"639",37.1675887917187,1
"640",-51.8918436551847,1
"641",30.1624129930394,1
"642",-8.57576298411565,1
"643",-2089.95181152954,1
"644",826.789220060682,1
"645",-13.8318757808317,1
"646",16.5023201856149,1
"647",-9.59307513831876,1
"648",76.4322684276281,1
"649",-23.4695698732822,1
"650",-24.4690344458326,1
"651",-28.7346064608246,1
"652",46.7606639300375,1
"653",-39.911323314519,1
"654",47.0752275566661,1
"655",82.9466357308585,1
"656",49.8839907192575,1
"657",60.5033018026058,1
"658",-363.309834017491,1
"659",26.2359450294485,1
"660",8.92379082634303,1
"661",34.7224701053007,1
"662",0.892379082634303,1
"663",-67.0176691058362,1
"664",263.349991076209,1
"665",0.669284311975727,1
"666",61.4849187935035,1
"667",1644.65464929502,1
"668",-203.230412279136,1
"669",2291.04051401035,1
"670",-153.22148848831,1
"671",-289.130822773514,1
"672",62.9573442798501,0
"673",-5.17579867927896,0
"674",216.491165447082,0
"675",219.882205961092,0
"676",0,0
"677",92.4950919150455,0
"678",216.937354988399,0
"679",107.665536319829,0
"680",57.5584508299126,0
"681",-20.1677672675353,0
"682",195.431019096912,0
"683",424.861681242192,0
"684",1765.39353917544,0
"685",171.604497590576,0
"686",1408.17419239693,0
"687",-11.2439764411922,0
"688",250.669284311976,0
"689",-119.221845439943,0
"690",168.615027663752,0
"691",41.7187221131537,0
"692",86.0253435659468,0
"693",-62.7342495091915,0
"694",0,0
"695",0,0
"696",171.336783865786,0
"697",1563.80510440835,0
"698",30.9655541674103,0
"699",-81.7865429234339,0
"700",576.467963590933,0
"701",80.5818311618776,0
"702",20.524718900589,0
"703",-172.363019810816,0
"704",-0.401570587185436,0
"705",0,0
"706",22.1310012493307,0
"707",85.7130108870248,0
"708",0,0
"709",-56.4429769766197,0
"710",47.2960913796181,0
"711",250.303408888096,1
"712",594.333392825272,1
"713",121.898982687846,1
"714",1051.19578797073,1
"715",219.30215955738,1
"716",0,1
"717",33.3526682134571,1
"718",26.949848295556,1
"719",4.9973228627521,1
"720",-124.174549348563,1
"721",0,1
"722",-397.197929680528,1
"723",-11.4224522577191,1
"724",-121.970373014457,1
"725",12.2969837587007,1
"726",34.5796894520792,1
"727",15.7058718543637,1
"728",254.506514367303,0
"729",-139.121898982688,0
"730",214.170979832233,0
"731",-565.991433160807,0
"732",-54.7920756737462,0
"733",122.52364804569,0
"734",-86.2484383366054,0
"735",273.380331965019,0
"736",253.658754238801,0
"737",-3.85507763698019,1
"738",93.6284133499911,1
"739",-2237.50669284312,1
"740",121.854363733714,0
"741",201.418882741389,0
"742",90.8798857754774,0
"743",152.507585222202,0
"744",42.5218632875245,0
"745",171.292164911654,0
"746",207.07656612529,0
"747",193.342852043548,0
"748",-282.152418347314,0
"749",51.9810815634482,0
"750",230.912011422452,0
"751",80.3676601820453,0
"752",809.601998929145,0
"753",-301.374263787257,0
"754",350.080314117437,0
"755",83.7497769052294,0
"756",985.998572193468,0
"757",444.431554524362,0
"758",135.240049973229,0
"759",1579.61806175263,0
"760",-76.8784579689452,0
"761",88.1492057826165,0
"762",-59.83401749063,0
"763",1.78475816526861,0
"764",75.807603069784,0
"765",45.6987328217027,0
"766",417.54417276459,0
"767",36.0610387292522,0
"768",533.901481349277,0
"769",261.868641799036,1
"770",57.7369266464394,1
"771",530.510440835267,1
"772",26.1199357487061,1
"773",12.0471176155631,1
"774",2.14170979832233,1
"775",1000.9816169909,1
"776",-42.298768516866,1
"777",294.975905764769,1
"778",55.2918079600214,1
"779",695.743351775834,1
"780",-13.3856862395145,1
"781",22.1845439942888,1
"782",37.1675887917187,1
"783",15.661252900232,1
"784",395.368552561128,1
"785",-56.5322148848831,1
"786",141.227913617705,1
"787",1174.20132072104,1
"788",-157.130108870248,1
"789",-310.137426378726,1
"790",30.1624129930394,1
"791",42.92343387471,1
"792",210.414063894342,1
"793",-0.267713724790291,1
"794",232.491522398715,1
"795",-11.2082812778868,1
"796",96.7338925575585,1
"797",72.7288952346957,1
"798",-297.51026235945,1
"799",2.98946992682492,1
"800",-63.4570765661253,1
"801",-70.9173656969481,1
"802",2.85561306442977,1
"803",162.056041406389,1
"804",39.6484026414421,1
"805",131.224344101374,1
"806",48.2866321613421,1
"807",6.35373906835624,1
"808",87.0293397510262,1
"809",-514.010351597359,1
"810",48.3758700696056,1
"811",666.116366232376,1
"812",-1239.06835623773,1
"813",2.32910940567553,1
"814",0,1
"815",2778.97554881314,1
"816",88.7024808138497,1
"817",110.342673567732,1
"818",76.7892200606818,1
"819",2.48081384972336,1
"820",239.023737283598,1
"821",246.832054256648,1
"822",13.7426378725683,1
"823",136.087810101731,1
"824",-44.9178314072818,1
"825",41.0494378011779,1
"826",207.513831875781,0
"827",203.3196501874,0
"828",162.814563626629,0
"829",0,0
"830",246.733892557558,0
"831",18.5614849187935,0
"832",0,0
"833",61.3778333035874,0
"834",65.7683383901481,0
"835",225.406032482599,0
"836",595.21684811708,0
"837",66.6607174727824,0
"838",202.471890058897,0
"839",168.275923612351,0
"840",5.93432089951812,0
"841",151.240406924862,0
"842",2465.82188113511,0
"843",1505.75584508299,0
"844",396.796359093343,0
"845",-136.623237551312,0
"846",555.193646260932,0
"847",-38.5507763698019,0
"848",0,0
"849",44.6189541317152,0
"850",0,0
"851",0,0
"852",0,0
"853",-299.036230590755,0
"854",0,0
"855",0,0
"856",0,0
"857",0,0
"858",0,0
"859",0,0
"860",0,0
"861",0,0
"862",-273.826521506336,0
"863",0,0
"864",0,0
"865",0,0
"866",0,0
"867",-39.5323933606996,0
"868",0,0
"869",0,0
"870",0,0
"871",424.058540067821,0
"872",0,0
"873",42.8341959664466,0
"874",44.9759057647689,0
"875",0,0
"876",31.6794574335178,1
"877",-75.7629841156523,1
"878",32.3933606996252,1
"879",142.334463680171,1
"880",0,1
"881",2.85561306442977,1
"882",195.698732821703,1
"883",0,1
"884",0,1
"885",130.97893985365,1
"886",0,1
"887",0,1
"888",-2705.78261645547,1
"889",379.261110119579,1
"890",0,1
"891",0,1
"892",202.12386221667,1
"893",-44.3512404069249,1
"894",0,1
"895",0,1
"896",0,1
"897",96.3769409245047,1
"898",-5.53275031233268,1
"899",0,1
"900",44.8866678565054,1
"901",0,1
"902",0,1
"903",0,1
"904",0,1
"905",0,1
"906",0,1
"907",0,1
"908",0,1
"909",0,1
"910",106.773157237194,0
"911",41.1386757094414,0
"912",364.179903623059,0
"913",-97.8716758879172,0
"914",-122.568266999822,0
"915",59.3699803676602,0
"916",0,0
"917",95.2703908620382,0
"918",143.494556487596,0
"919",-24.7189005889702,0
"920",37.0337319293236,0
"921",125.200785293593,0
"922",83.6605389969659,0
"923",226.334106728538,0
"924",33.9104051401035,0
"925",50.3301802605747,0
"926",-18.2848474031769,0
"927",-159.245047296091,0
"928",-8.65607710155274,0
"929",172.675352489738,0
"930",61.3511970080203,0
"931",-32.4825986078886,1
"932",-38.7292521863288,1
"933",138.229519900054,1
"934",-37.7922541495627,1
"935",-8.8345529180796,1
"936",68.7131893628413,1
"937",212.68963055506,1
"938",45.8772086382295,1
"939",1772.98991611637,1
"940",262.537926111012,1
"941",-137.069427092629,1
"942",223.603426735677,1
"943",-208.909516246877,1
"944",194.761734784937,1
"945",352.712832411208,1
"946",-27.8422273781903,1
"947",645.056219882206,1
"948",28.6453685525611,1
"949",190.467160449759,1
"950",0,1
"951",93.4543994288774,1
"952",-35.9848553509281,1
"953",-26.3073353560593,1
"954",107.806086025344,1
"955",34.1892736034267,1
"956",0,1
"957",3.6810637158665,1
"958",107.754774228092,1
"959",103.515973585579,1
"960",17.8141174370873,1
"961",13.3856862395145,1
"962",26.3251829377119,1
"963",30.9209352132786,1
"964",429.446278779225,1
"965",31.0012493307157,1
"966",0,1
"967",51.534892022131,1
"968",104.631447438872,1
"969",-6.73746207388899,1
"970",0,1
"971",-41.8525789755488,1
"972",-159.199766029359,1
"973",-3.07863811797252,1
"974",9.14688559700161,1
"975",615.741567017669,1
"976",133.216580403355,1
"977",114.604114843611,1
"978",90.6657147956452,1
"979",282.128993396395,1
"980",4.01570587185436,1
"981",0,1
"982",149.808138497234,1
"983",0,1
"984",-17.0310547920757,1
"985",206.496519721578,1
"986",259.860823721667,1
"987",1.18240228449045,1
"988",0,1
"989",68.7365010234473,1
"990",-620.381938247368,1
"991",-12.4820478426736,1
"992",460.668601084241,1
"993",61.3087872149964,1
"994",263.976991957434,1
"995",5.53275031233268,1
"996",85.6683919328931,1
"997",7.49598429412815,1
"998",29.5850463409669,1
"999",0,1
"1000",19.6323398179547,1
"1001",1099.70105300732,1
"1002",23.648180766721,1
"1003",101.731215420311,1
"1004",-89.9518115295377,1
"1005",35.4631447438872,1
"1006",124.35502953217,1
"1007",106.438515081207,1
"1008",13.3856862395145,1
"1009",166.919507406746,1
"1010",7.67446011065501,1
"1011",0,1
"1012",-440.64807636534,1
"1013",0,1
"1014",0,0
"1015",0,0
"1016",28.0653221488488,0
"1017",0,0
"1018",-4.86346600035695,0
"1019",-14.4230769230769,0
"1020",6.87131893628413,0
"1021",6.73746207388899,0
"1022",41.7744958058183,0
"1023",0,0
"1024",0,0
"1025",0,0
"1026",15.0812064965197,0
"1027",56.398358022488,0
"1028",0,0
"1029",0,0
"1030",327.235409601999,0
"1031",168.396464505622,0
"1032",55.3275031233268,0
"1033",30.0285561306443,0
"1034",106.335891486704,0
"1035",89.9518115295377,0
"1036",30.2516509013029,0
"1037",5.02409423523113,0
"1038",15.1815991433161,0
"1039",19.0522934142424,0
"1040",12.3463957645458,0
"1041",0,0
"1042",1820.45332857398,0
"1043",160.628234874175,0
"1044",674.638586471533,0
"1045",267.267535248974,0
"1046",51.4456541138676,0
"1047",332.745850437266,0
"1048",111.101195787971,0
"1049",646.238622166696,0
"1050",21.6848117080136,0
"1051",56.1979082425152,0
"1052",0,0
"1053",92.1827592361235,0
"1054",193.110833482063,0
"1055",212.166473317865,0
"1056",192.095752275567,0
"1057",19.1861502766375,0
"1058",0,0
"1059",129.774559248394,0
"1060",21.3836337676245,0
"1061",1.96323398179547,0
"1062",134.12484627376,0
"1063",-26.8159914331608,0
"1064",40.0901302873461,0
"1065",0,0
"1066",233.390768617259,0
"1067",95.5403355345351,0
"1068",567.731572371944,0
"1069",125.26771372479,0
"1070",14.3896127074781,0
"1071",49.7501338568624,0
"1072",316.616098518651,0
"1073",-4.50651436730323,0
"1074",-162.752097090844,0
"1075",203.462430840621,0
"1076",35.9963412457612,0
"1077",13.1179725147243,0
"1078",4.00455113332143,0
"1079",-37.3414022761244,0
"1080",0,0
"1081",6.89362841334999,0
"1082",336.482687845797,0
"1083",315.757671671426,0
"1084",714.061105657683,0
"1085",84.3298233089416,0
"1086",0,0
"1087",0,0
"1088",36.810637158665,0
"1089",9.9946457255042,0
"1090",0,0
"1091",14.2780653221488,0
"1092",235.588077815456,0
"1093",16.8436551847225,0
"1094",133.232197037301,0
"1095",0,0
"1096",160.940741845886,0
"1097",0,0
"1098",17.4571658040336,0
"1099",-392.646796359093,0
"1100",-12.2590576476887,1
"1101",28.161588413852,1
"1102",16.2747635195431,1
"1103",5.8897019453864,1
"1104",48.9469926824915,1
"1105",15.1704444047832,1
"1106",0,1
"1107",1204.8456184187,1
"1108",243.742191683027,1
"1109",8.87917187221132,1
"1110",5.27619132607532,1
"1111",2.67713724790291,1
"1112",-12.4933071568802,1
"1113",214.249568451053,1
"1114",-0.0446189541317152,1
"1115",469.581028020703,1
"1116",202.617354821078,1
"1117",10.6973942530787,1
"1118",0,1
"1119",349.098697126539,1
"1120",285.974206061485,1
"1121",108.959485989648,1
"1122",258.109669206229,1
"1123",78.195048272131,1
"1124",210.289130822774,1
"1125",-7.45136533999643,1
"1126",0,1
"1127",169.328930929859,1
"1128",0,1
"1129",79.7786899875067,1
"1130",0,1
"1131",19.6323398179547,1
"1132",0,0
"1133",83.2589684097805,0
"1134",0,0
"1135",95.9204332500446,0
"1136",-47.5095913322104,0
"1137",14.9562734249509,0
"1138",0,0
"1139",13.6533999643048,0
"1140",77.0459446250892,0
"1141",42.2809209352133,0
"1142",40.3808245164421,0
"1143",67.3646337620471,0
"1144",-27.4619553698911,0
"1145",28.3776548277708,0
"1146",601.820453328574,0
"1147",9.77155095484562,0
"1148",106.657810269052,0
"1149",-80.3354247306131,0
"1150",7.83062645011601,0
"1151",42.5664822416563,0
"1152",63.2610886815657,0
"1153",72.5771907906479,0
"1154",97.6042933194271,0
"1155",-0.178475816526861,0
"1156",174.058540067821,0
"1157",26.7713724790291,0
"1158",23.023380331965,0
"1159",42.748304479743,0
"1160",743.887203283955,0
"1161",-485.008031411744,0
"1162",14.5134303051936,1
"1163",284.167417287614,1
"1164",-44.5743351775834,1
"1165",26.3251829377119,1
"1166",134.927717294307,1
"1167",-436.438626628592,1
"1168",20.7261752214216,1
"1169",90.4098268366277,1
"1170",19.3429789286989,1
"1171",2.27556666071747,1
"1172",-85.5791540246297,1
"1173",-53.1158496285472,1
