"","standardised_karlan_profit","karlan_treatment"
"578",80.3151889274268,1
"579",522.048728028274,1
"580",1820.47761568834,1
"581",1847.24934533082,1
"582",2730.71642353251,1
"583",2350.55786260936,1
"584",100.393986159283,0
"585",321.260755709707,1
"586",6157.49781776939,1
"587",961.105094164874,0
"588",588.978052134463,1
"589",93.7010537486646,1
"590",40.1575944637134,1
"591",0,1
"592",602.363916955701,1
"593",401.575944637134,1
"594",200.787972318567,1
"595",385.512906851649,1
"596",497.954171350046,1
"597",240.94556678228,1
"598",99.0553996771597,0
"599",0,1
"600",401.575944637134,1
"601",0,1
"602",669.29324106189,1
"603",1124.41264498398,0
"604",321.260755709707,1
"605",40.1575944637134,0
"606",248.977085675023,1
"607",0,1
"608",267.717296424756,0
"609",1807.0917508671,1
"610",80.3151889274268,0
"611",74.9608429989317,1
"612",0,1
"613",0,0
"614",803.151889274268,1
"615",1606.30377854854,1
"616",1204.7278339114,1
"617",0,0
"618",107.086918569902,0
"619",48.1891133564561,1
"620",0,1
"621",147.057110926118,1
"622",64.2521511419414,1
"623",602.363916955701,1
"624",428.34767427961,1
"625",134.875973938792,0
"626",500.631344314294,1
"627",910.23880784417,1
"628",562.206322491988,1
"629",128.504302283883,1
"630",963.782267129121,1
"631",3275.52112175689,1
"632",803.151889274268,1
"633",66.929324106189,0
"634",133.858648212378,1
"635",726.852459793212,1
"636",629.135646598176,1
"637",535.434592849512,1
"638",428.34767427961,1
"639",128.504302283883,1
"640",214.173837139805,1
"641",0,1
"642",0,1
"643",187.402107497329,1
"644",374.804214994658,1
"645",251.654258639271,1
"646",0,1
"647",803.151889274268,1
"648",803.151889274268,1
"649",878.648166866049,1
"650",133.858648212378,0
"651",0,0
"652",340.00096645944,0
"653",0,1
"654",107.086918569902,1
"655",107.086918569902,1
"656",401.575944637134,1
"657",160.630377854854,1
"658",42.834767427961,1
"659",856.695348559219,1
"660",187.402107497329,1
"661",147.244513033616,1
"662",294.489026067232,1
"663",321.260755709707,1
"664",279.76457476387,1
"665",441.733539100847,0
"666",93.7010537486646,1
"667",348.032485352183,1
"668",227.559701961043,1
"669",267.717296424756,1
"670",235.591220853785,1
"671",80.8506235202763,0
"672",803.151889274268,1
"673",401.575944637134,1
"674",247.638499192899,0
"675",0,1
"676",1338.58648212378,1
"677",583.623706205968,0
"678",307.874890888469,1
"679",267.717296424756,1
"680",10.7086918569902,0
"681",133.858648212378,1
"682",13.3858648212378,1
"683",420.316155386867,1
"684",292.347287695833,1
"685",675.183021583234,1
"686",562.206322491988,1
"687",428.34767427961,1
"688",1137.79850980521,0
"689",53.5434592849512,0
"690",949.05781582576,1
"691",554.174803599245,1
"692",160.630377854854,1
"693",321.260755709707,1
"694",53.5434592849512,1
"695",1365.35821176626,1
"696",160.630377854854,1
"697",147.244513033616,1
"698",768.34864073905,1
"699",990.553996771597,1
"700",467.166682261199,1
"701",361.418350173421,1
"702",414.961809458372,1
"703",0,1
"704",147.244513033616,1
"705",0,1
"706",669.29324106189,1
"707",709.450835525603,1
"708",388.190079815896,1
"709",76.2994294810554,1
"710",141.890167105121,1
"711",187.402107497329,0
"712",398.898771672886,0
"713",958.427921200626,1
"714",737.561151650203,0
"715",797.797543345773,1
"716",3188.51300041884,0
"717",1115.04253960911,1
"718",315.906409781212,1
"719",77.6380159631792,1
"720",436.379193172352,0
"721",302.520544959974,1
"722",476.536787636066,1
"723",669.29324106189,1
"724",26.7717296424756,1
"725",160.630377854854,1
"726",1092.286569413,1
"727",401.575944637134,1
"728",315.156801351223,1
"729",385.512906851649,0
"730",331.969447566697,1
"731",321.260755709707,1
"732",0,1
"733",192.756453425824,1
"734",125.559412023211,1
"735",160.630377854854,1
"736",65.3230203276404,1
"737",80.3151889274268,1
"738",259.096799479879,1
"739",133.858648212378,1
"740",120.47278339114,1
"741",0,1
"742",160.630377854854,1
"743",0,1
"744",32.1260755709707,1
"745",165.984723783349,1
"746",149.921685997863,0
"747",0,1
"748",0,0
"749",0,1
"750",0,1
"751",3501.74223723581,1
"752",66.929324106189,1
"753",133.858648212378,1
"754",80.3151889274268,1
"755",155.276031926358,1
"756",80.3151889274268,1
"757",115.118437462645,1
"758",267.717296424756,1
"759",26.7717296424756,1
"760",401.575944637134,1
"761",0,0
"762",18.7402107497329,1
"763",741.576911096574,1
"764",66.929324106189,1
"765",5348.18843067735,1
"766",40.1575944637134,1
"767",0,1
"768",107.086918569902,0
"769",401.575944637134,1
"770",107.086918569902,1
"771",0,1
"772",192.756453425824,1
"773",120.47278339114,1
"774",1167.24741241194,0
"775",187.402107497329,0
"776",-2.67717296424756,1
"777",72.5513873311089,0
"778",40.1575944637134,0
"779",476.536787636066,0
"780",415.764961347646,1
"781",0,1
"782",26.7717296424756,0
"783",93.7010537486646,1
"784",94.0758579636592,1
"785",329.29227460245,1
"786",-267.717296424756,0
"787",5.35434592849512,0
"788",516.694382099779,0
"789",594.332398062958,0
"790",0,1
"791",-48.6442327603782,1
"792",9.2094749970116,1
"793",116.189306648344,1
"794",0,1
"795",60.6647393698497,1
"796",401.575944637134,1
"797",80.3151889274268,1
"798",696.064970704365,1
"799",216.851010104052,1
"800",24.094556678228,1
"801",156.614618408482,0
"802",803.151889274268,0
"803",0,0
"804",160.630377854854,1
"805",165.984723783349,0
"806",0,1
"807",240.94556678228,1
"808",40.1575944637134,1
"809",40.1575944637134,1
"810",53.5434592849512,1
"811",93.7010537486646,1
"812",53.5434592849512,1
"813",26.7717296424756,1
"814",53.5434592849512,1
"815",24.094556678228,1
"816",182.047761568834,1
"817",53.5434592849512,1
"818",107.086918569902,1
"819",107.086918569902,1
"820",717.214637121921,1
"821",321.260755709707,1
"822",103.606593716381,1
"823",190.079280461577,1
"824",66.929324106189,1
"825",133.858648212378,1
"826",0,1
"827",0,1
"828",200.787972318567,0
"829",240.94556678228,1
"830",0,0
"831",0,1
"832",49.5276998385798,1
"833",13.3858648212378,1
"834",669.29324106189,0
"835",524.458183696097,1
"836",642.521511419414,0
"837",655.907376240652,1
"838",0,1
"839",24.094556678228,1
"840",500.631344314294,1
"841",567.560668420483,0
"842",123.149956355388,1
"843",428.34767427961,0
"844",2385.36111114458,1
"845",588.978052134463,1
"846",13964.1341815153,1
"847",6.23781300669681,1
"848",0,1
"849",107.086918569902,1
"850",267.717296424756,1
"851",638.211262946976,0
"852",267.717296424756,1
"853",0,1
"854",653.230203276404,1
"855",0,1
"856",61.5749781776939,1
"857",361.418350173421,1
"858",66.929324106189,0
"859",160.630377854854,1
"860",401.575944637134,1
"861",94.3703469897265,1
"862",803.151889274268,1
"863",0,1
"864",16.0630377854854,1
"865",77.6380159631792,1
"866",0,1
"867",281.103161245994,1
"868",591.521366450498,1
"869",214.173837139805,1
"870",0,1
"871",40.1575944637134,1
"872",133.858648212378,1
"873",705.167358782807,1
"874",460.47374985058,0
"875",535.434592849512,1
"876",40.1575944637134,1
"877",321.260755709707,1
"878",21.4173837139805,1
"879",481.891133564561,0
"880",-214.173837139805,1
"881",0,1
"882",133.858648212378,1
"883",401.575944637134,1
"884",67.4647586990385,1
"885",26.7717296424756,1
"886",0,1
"887",401.575944637134,1
"888",0,1
"889",41.5497244051221,1
"890",208.81949121131,1
"891",160.630377854854,1
"892",0,1
"893",107.086918569902,1
"894",-267.717296424756,1
"895",437.717779654476,1
"896",102.053833397117,1
"897",105.025495387432,1
"898",88.3467078201695,1
"899",26.7717296424756,1
"900",0,1
"901",44.1733539100847,1
"902",851.608719927149,1
"903",186.063521015205,1
"904",138.891733385163,1
"905",191.150149647276,1
"906",0,1
"907",141.890167105121,1
"908",0,1
"909",200.787972318567,0
"910",187.402107497329,0
"911",0,1
"912",0,1
"913",29.4489026067232,1
"914",0,1
"915",107.086918569902,1
"916",107.086918569902,1
"917",714.805181454098,1
"918",473.859614671818,1
"919",69.0175190183021,1
"920",722.836700346841,0
"921",562.206322491988,1
"922",669.29324106189,1
"923",776.380159631792,1
"924",133.858648212378,1
"925",530.080246921017,1
"926",0,1
"927",642.521511419414,0
"928",1606.30377854854,1
"929",1022.68007234257,1
"930",157.953204890606,1
"931",0,1
"932",963.782267129121,1
"933",388.190079815896,1
"934",0,1
"935",281.103161245994,1
"936",1981.10799354319,1
"937",80.3151889274268,1
"938",0,0
"939",1285.04302283883,1
"940",40.1575944637134,1
"941",182.047761568834,1
"942",53.5434592849512,1
"943",263.701536978385,1
"944",503.308517278541,0
"945",26.7717296424756,1
"946",80.3151889274268,1
"947",160.630377854854,1
"948",1623.70540281614,0
"949",544.001546335104,1
"950",1338.58648212378,0
"951",40.1575944637134,1
"952",321.260755709707,1
"953",240.94556678228,1
"954",0,1
"955",0,1
"956",53.5434592849512,0
"957",133.858648212378,0
"958",669.29324106189,0
"959",34.8032485352183,0
"960",160.630377854854,1
"961",133.858648212378,1
"962",401.575944637134,1
"963",198.110799354319,1
"964",120.47278339114,1
"965",13.3858648212378,1
"966",0,0
"967",1009.29420752133,1
"968",240.94556678228,1
"969",926.301845629656,1
"970",109.76409153415,1
"971",401.575944637134,1
"972",481.891133564561,0
"973",321.260755709707,1
"974",495.276998385798,1
"975",5397.98384781235,1
"976",133.858648212378,1
"977",937.010537486646,1
"978",682.679105883128,1
"979",401.575944637134,0
"980",0,0
"981",267.717296424756,0
"982",112.441264498398,0
"983",0,1
"984",920.94749970116,1
"985",1338.58648212378,1
"986",401.575944637134,0
"987",160.630377854854,1
"988",133.858648212378,1
"989",13.3858648212378,1
"990",160.630377854854,1
"991",26.7717296424756,0
"992",80.3151889274268,0
"993",240.94556678228,1
"994",13.3858648212378,0
"995",26.7717296424756,0
"996",2007.87972318567,1
"997",0,0
"998",455.119403922085,1
"999",80.3151889274268,1
"1000",0,1
"1001",562.206322491988,1
"1002",53.5434592849512,1
"1003",160.630377854854,1
"1004",80.3151889274268,1
"1005",226.221115478919,1
"1006",0,1
"1007",1124.41264498398,1
"1008",348.032485352183,1
"1009",0,1
"1010",401.575944637134,1
"1011",133.858648212378,1
"1012",107.086918569902,1
"1013",267.717296424756,1
"1014",0,1
"1015",267.717296424756,1
"1016",401.575944637134,1
"1017",791.104610935154,1
"1018",0,1
"1019",240.94556678228,0
"1020",0,1
"1021",80.3151889274268,1
"1022",133.858648212378,1
"1023",481.891133564561,1
"1024",149.921685997863,1
"1025",133.858648212378,1
"1026",401.575944637134,0
"1027",53.5434592849512,1
"1028",6.6929324106189,0
"1029",42.1654741868991,1
"1030",321.260755709707,1
"1031",468.505268743323,1
"1032",66.929324106189,1
"1033",160.630377854854,1
"1034",61.5749781776939,0
"1035",263.701536978385,1
"1036",267.717296424756,1
"1037",535.434592849512,1
"1038",442.402832341909,1
"1039",0,1
"1040",240.94556678228,0
"1041",461.812336332704,1
"1042",752.285602953564,0
"1043",594.332398062958,1
"1044",299.843371995727,1
"1045",829.923618916743,1
"1046",361.418350173421,1
"1047",-34.8032485352183,1
"1048",337.323793495192,1
"1049",342.945856720112,0
"1050",160.630377854854,1
"1051",120.47278339114,1
"1052",133.858648212378,1
"1053",0,1
"1054",89.953011598718,1
"1055",1124.41264498398,0
"1056",682.679105883128,1
"1057",393.544425744391,1
"1058",133.858648212378,1
"1059",1240.60195163232,1
"1060",709.450835525603,1
"1061",588.978052134463,1
"1062",32.1260755709707,0
"1063",206.811611488124,1
"1064",140.551580622997,1
"1065",147.244513033616,1
"1066",428.34767427961,0
"1067",286.457507174489,1
"1068",401.575944637134,1
"1069",588.978052134463,1
"1070",93.7010537486646,1
"1071",704.096489597108,1
"1072",281.103161245994,0
"1073",120.47278339114,1
"1074",340.00096645944,0
"1075",195.433626390072,1
"1076",96.3782267129121,1
"1077",227.559701961043,1
"1078",1421.57884401545,1
"1079",803.151889274268,0
"1080",1483.15382219315,1
"1081",254.331431603518,0
"1082",267.717296424756,1
"1083",1373.389730659,0
"1084",669.29324106189,0
"1085",481.891133564561,1
"1086",240.94556678228,1
"1087",0,1
"1088",1282.36584987458,1
"1089",669.72158873617,0
"1090",267.717296424756,1
"1091",495.276998385798,1
"1092",1124.41264498398,1
"1093",642.521511419414,1
"1094",198.512375298957,1
"1095",240.94556678228,0
"1096",4979.54171350046,1
"1097",0,1
"1098",281.103161245994,1
"1099",658.5845492049,0
"1100",481.891133564561,1
"1101",21.4173837139805,1
"1102",77.6380159631792,1
"1103",12.047278339114,1
"1104",321.260755709707,1
"1105",0,1
"1106",167.323310265472,1
"1107",722.836700346841,1
"1108",105.748332087779,1
"1109",206.142318247062,1
"1110",659.923135687023,1
"1111",281.103161245994,0
"1112",540.788938778007,1
"1113",26.7717296424756,1
