"","standardised_banerjee_profit","banerjee_treatment"
"1611",0.563371515032948,1
"1612",0,1
"1613",0,1
"1614",0,1
"1615",0,1
"1616",0,1
"1617",0,1
"1618",0,1
"1619",0,1
"1620",0,1
"1621",0,1
"1622",0,1
"1623",0,1
"1624",0,1
"1625",0,1
"1626",0,1
"1627",0,1
"1628",0,1
"1629",0,1
"1630",0,1
"1631",0,1
"1632",0,1
"1633",0,1
"1634",0,1
"1635",0,1
"1636",0,1
"1637",0,1
"1638",0,1
"1639",0,1
"1640",0,1
"1641",0,1
"1642",0,1
"1643",0,1
"1644",0,1
"1645",0,1
"1646",0,1
"1647",0,1
"1648",0,1
"1649",0,1
"1650",0,1
"1651",0,1
"1652",0,1
"1653",0,1
"1654",20.3680470819604,1
"1655",0,1
"1656",10.7473950560132,1
"1657",0,0
"1658",0,1
"1659",0,1
"1660",0,1
"1661",0,1
"1662",0,1
"1663",0,1
"1664",0,1
"1665",0,1
"1666",0,1
"1667",0,1
"1668",0,1
"1669",0,1
"1670",0,1
"1671",0,1
"1672",0,1
"1673",0,1
"1674",0,1
"1675",0,1
"1676",0,1
"1677",-81.4721883278417,1
"1678",0,1
"1679",0,1
"1680",127.148617315898,1
"1681",0,1
"1682",0,1
"1683",0,1
"1684",0,1
"1685",0,1
"1686",0,1
"1687",0,1
"1688",0,1
"1689",0,1
"1690",0,1
"1691",0,1
"1692",0,1
"1693",0,1
"1694",0,1
"1695",0,1
"1696",-1157.72846339271,1
"1697",33.8022909019769,1
"1698",0,1
"1699",105.740499744646,1
"1700",0,1
"1701",59.9773982158154,1
"1702",0,1
"1703",0,1
"1704",-70.6381207310543,1
"1705",0,1
"1706",0,1
"1707",0,1
"1708",1181.78009345758,1
"1709",907.634846988467,1
"1710",65.0044055807248,1
"1711",0,1
"1712",0,1
"1713",2964.20089448105,1
"1714",0,1
"1715",340.493076431836,1
"1716",36.8358298290774,1
"1717",0,1
"1718",0,1
"1719",0,1
"1720",0,1
"1721",0,1
"1722",0,1
"1723",0,1
"1724",0,1
"1725",0,1
"1726",0,0
"1727",15.1676946355025,0
"1728",2.16681351935749,0
"1729",0,0
"1730",-2.64351249361614,0
"1731",11.267430300659,0
"1732",0,0
"1733",2.38349487129324,0
"1734",327.96889428995,0
"1735",-182.012335626029,0
"1736",8.88393542936572,0
"1737",0,0
"1738",-25.1350368245469,0
"1739",0,0
"1740",0,0
"1741",0,0
"1742",0,0
"1743",0,0
"1744",0,0
"1745",0,0
"1746",0,0
"1747",0,0
"1748",0,0
"1749",0,0
"1750",0,0
"1751",0,0
"1752",0,0
"1753",0,0
"1754",0,0
"1755",0,0
"1756",0,0
"1757",0,0
"1758",0,0
"1759",0,0
"1760",0,0
"1761",0,0
"1762",0,0
"1763",0,0
"1764",0,0
"1765",0,0
"1766",0,0
"1767",0,0
"1768",0,0
"1769",0,1
"1770",0,1
"1771",0,1
"1772",0,1
"1773",0,1
"1774",0,1
"1775",0,1
"1776",0,1
"1777",0,1
"1778",0,1
"1779",0,1
"1780",0,1
"1781",0,1
"1782",0,1
"1783",0,1
"1784",0,1
"1785",0,1
"1786",0,1
"1787",0,1
"1788",0,1
"1789",0,1
"1790",0,1
"1791",0,1
"1792",129.575448457578,1
"1793",220.581616270593,1
"1794",45.1563937434102,1
"1795",89.2727169975287,1
"1796",0,1
"1797",0,1
"1798",0,1
"1799",0,0
"1800",-8.06054629200987,0
"1801",66.0011397996292,0
"1802",-626.642469798187,0
"1803",193.279765926688,0
"1804",0,0
"1805",0,0
"1806",0,0
"1807",0,0
"1808",0,0
"1809",0,0
"1810",0,0
"1811",0,0
"1812",0,0
"1813",0,0
"1814",0,0
"1815",0,0
"1816",0,0
"1817",0,0
"1818",0,0
"1819",0,0
"1820",0,0
"1821",0,0
"1822",0,0
"1823",0,0
"1824",0,0
"1825",0,0
"1826",0,0
"1827",0,0
"1828",0,0
"1829",0,0
"1830",0,0
"1831",0,0
"1832",0,0
"1833",546.037006878088,0
"1834",303.787255413921,0
"1835",113.107665710461,0
"1836",780.052866968698,0
"1837",8.23389137355847,0
"1838",167.10465861285,0
"1839",875.392661820427,0
"1840",0,0
"1841",779.215004194162,0
"1842",195.013216742174,0
"1843",-14.3009692277595,0
"1844",287.752835370675,0
"1845",0,0
"1846",0,0
"1847",0,0
"1848",-104.00704892916,0
"1849",-61.1041412458813,0
"1850",-93.7796891177923,0
"1851",45.7197652584431,0
"1852",260.017622322899,0
"1853",26.0017622322899,1
"1854",0,1
"1855",-44.6363584987644,1
"1856",0,1
"1857",0,1
"1858",0,1
"1859",0,1
"1860",0,1
"1861",-17.3345081548599,1
"1862",9.96734218904447,1
"1863",39.3059972411449,1
"1864",0,1
"1865",0,1
"1866",0,1
"1867",0,1
"1868",0,1
"1869",0,1
"1870",0,1
"1871",0,1
"1872",208.014097858319,1
"1873",29.0353011593904,1
"1874",-253.228280349008,1
"1875",0,1
"1876",52.0035244645798,1
"1877",0,1
"1878",40.3027314600494,1
"1879",0,1
"1880",54.6037006878088,1
"1881",0,1
"1882",0,1
"1883",0,1
"1884",0,1
"1885",2.60017622322899,1
"1886",0,1
"1887",124.808458714992,1
"1888",0,1
"1889",221.014978974464,1
"1890",0,1
"1891",86.6725407742997,1
"1892",0,1
"1893",36.1857857732701,1
"1894",0,1
"1895",0,1
"1896",0,1
"1897",0,1
"1898",-39.0026433484349,1
"1899",0,1
"1900",0,1
"1901",0,1
"1902",0,1
"1903",0,1
"1904",0,1
"1905",0,1
"1906",0,0
"1907",0,0
"1908",0,0
"1909",0,0
"1910",0,0
"1911",0,0
"1912",0,0
"1913",0,0
"1914",677.779268855024,0
"1915",216.681351935749,0
"1916",0,0
"1917",0,0
"1918",0,0
"1919",263.744541576194,0
"1920",117.007930045305,0
"1921",132.392306032743,0
"1922",0,0
"1923",0,0
"1924",0,0
"1925",0,0
"1926",0,0
"1927",0,0
"1928",0,0
"1929",0,0
"1930",0,0
"1931",0,0
"1932",0,0
"1933",0,0
"1934",0,0
"1935",0,0
"1936",0,0
"1937",0,0
"1938",0,1
"1939",0,1
"1940",132.999013818163,1
"1941",-21.5814626528006,1
"1942",0,1
"1943",0,1
"1944",0,1
"1945",0,1
"1946",0,1
"1947",0,1
"1948",-169.011454509884,1
"1949",0,1
"1950",0,1
"1951",0,1
"1952",0,1
"1953",0,1
"1954",0,1
"1955",0,1
"1956",0,1
"1957",0,1
"1958",377.24223372014,1
"1959",-26.8251513696458,1
"1960",0,1
"1961",-14.8643407427924,1
"1962",0,1
"1963",0,1
"1964",0,1
"1965",0,1
"1966",0,1
"1967",0,1
"1968",228.208799858731,1
"1969",0,1
"1970",0,1
"1971",1.99346843780889,1
"1972",0,1
"1973",0,0
"1974",116.141204637562,1
"1975",0,1
"1976",0,1
"1977",1993.46843780889,1
"1978",0,1
"1979",0,0
"1980",-5.41703379839373,0
"1981",0,1
"1982",5.24368871684513,1
"1983",0,1
"1984",0,1
"1985",0,1
"1986",21.2347724897034,1
"1987",0,1
"1988",0,1
"1989",0,1
"1990",-37.7025552368204,1
"1991",36.4024671252059,1
"1992",0,1
"1993",0,1
"1994",0,1
"1995",0,1
"1996",0,1
"1997",0,1
"1998",0,1
"1999",0,1
"2000",33.1955831165568,1
"2001",0,1
"2002",0,1
"2003",0,1
"2004",0,1
"2005",0,1
"2006",0,1
"2007",889.98259594487,1
"2008",0,1
"2009",21.7548077343492,1
"2010",0,1
"2011",163.117721737232,1
"2012",0,1
"2013",91.2661854353376,1
"2014",117.094602586079,1
"2015",69.3380326194398,1
"2016",0,1
"2017",0,1
"2018",0,1
"2019",260.017622322899,1
"2020",0,1
"2021",0,1
"2022",0,1
"2023",0,1
"2024",444.630134172158,1
"2025",0,1
"2026",287.319472666804,1
"2027",0,1
"2028",0,1
"2029",15.037685824341,1
"2030",138.74106964446,1
"2031",0,1
"2032",0,1
"2033",0,0
"2034",0,0
"2035",0,0
"2036",0,0
"2037",0,0
"2038",21.6681351935749,0
"2039",-7.28049342504118,1
"2040",0,0
"2041",0,0
"2042",0,0
"2043",0,0
"2044",0,0
"2045",0,0
"2046",0,0
"2047",209.53086732187,0
"2048",0,0
"2049",0,0
"2050",-26.0017622322899,0
"2051",0,0
"2052",0,0
"2053",65.4377682845963,0
"2054",18.0712247514415,0
"2055",0,0
"2056",0,0
"2057",164.677827471169,0
"2058",0,0
"2059",0,0
"2060",0,0
"2061",-5.20035244645798,0
"2062",0,0
"2063",0,0
"2064",-147.34331931631,0
"2065",0,0
"2066",138.67606523888,0
"2067",23.4015860090609,0
"2068",0,0
"2069",0,0
"2070",0,0
"2071",0,0
"2072",0,0
"2073",13.9976153350494,0
"2074",0,1
"2075",-80.6054629200987,0
"2076",0,0
"2077",0,0
"2078",-233.149134682866,0
"2079",0,0
"2080",0,0
"2081",0,0
"2082",0,0
"2083",0,0
"2084",2136.47813008649,0
"2085",72.588252898476,0
"2086",0,0
"2087",0,0
"2088",0,0
"2089",0,0
"2090",0,0
"2091",0,0
"2092",0,0
"2093",21.3214450304777,0
"2094",0,0
"2095",0,0
"2096",0,0
"2097",62.9676008725287,0
"2098",0,0
"2099",0,0
"2100",0,0
"2101",0,0
"2102",0,0
"2103",0,0
"2104",0,0
"2105",-1603.44200432454,0
"2106",0,0
"2107",0,0
"2108",0,0
"2109",0,0
"2110",0,0
"2111",-98.1999886972816,0
"2112",0,0
"2113",0,0
"2114",9.01394424052717,0
"2115",381.965887192339,0
"2116",0,0
"2117",0,0
"2118",186.172617583196,0
"2119",0,0
"2120",0,0
"2121",0,0
"2122",0,0
"2123",0,0
"2124",0,0
"2125",0,0
"2126",0,0
"2127",242.899795519975,0
"2128",0,0
"2129",0,0
"2130",218.414802751235,0
"2131",0,0
"2132",0,0
"2133",0,0
"2134",-35.1023790135914,1
"2135",0,1
"2136",0,1
"2137",0,1
"2138",296.853452151977,1
"2139",0,1
"2140",0,1
"2141",286.452747259061,1
"2142",167.278003694398,1
"2143",0,1
"2144",0,1
"2145",117.441292749176,1
"2146",0,1
"2147",214.167848253295,1
"2148",151.676946355025,1
"2149",0,1
"2150",0,1
"2151",210.180911377677,1
"2152",0,1
"2153",0,1
"2154",0,1
"2155",0,1
"2156",0,1
"2157",0,1
"2158",15.1676946355025,1
"2159",0,1
"2160",0,1
"2161",0,1
"2162",0,1
"2163",0,1
"2164",0,1
"2165",317.914879560131,1
"2166",11.1374214894975,1
"2167",22.5348606013179,1
"2168",43.3362703871499,1
"2169",108.340675967875,1
"2170",44.8530398507001,1
"2171",134.082420577842,1
"2172",102.100253032125,1
"2173",0,1
"2174",0,1
"2175",-1646.7782747117,0
"2176",0,0
"2177",0,0
"2178",0,0
"2179",0,0
"2180",0,0
"2181",0,0
"2182",0,0
"2183",0,0
"2184",8.66725407742997,0
"2185",260.017622322899,0
"2186",0,0
"2187",48.883312996705,0
"2188",0,0
"2189",0,0
"2190",0,0
"2191",0,0
"2192",0,0
"2193",32.5022027903624,0
"2194",81.7322059501646,0
"2195",0,0
"2196",0,0
"2197",0,0
"2198",0,0
"2199",6.15375039497528,0
"2200",0,0
"2201",0,0
"2202",0,0
"2203",0,0
"2204",0,0
"2205",0,0
"2206",0,0
"2207",325.022027903624,0
"2208",238.782849833196,0
"2209",161.644288544069,0
"2210",780.052866968698,0
"2211",130.00881116145,0
"2212",221.795031841433,0
"2213",0,0
"2214",11.570784193369,0
"2215",0,0
"2216",164.677827471169,0
"2217",0,0
"2218",0,0
"2219",0,0
"2220",96.1198477186984,0
"2221",0,0
"2222",0,0
"2223",0,0
"2224",21.5814626528006,0
"2225",0,0
"2226",0,0
"2227",0,0
"2228",0,0
"2229",0,0
"2230",0,0
"2231",0,0
"2232",0,0
"2233",0,0
"2234",21.6681351935749,0
"2235",0,0
"2236",0,0
"2237",0,0
"2238",0,0
"2239",0,0
"2240",0,0
"2241",131.742261976936,0
"2242",0,0
"2243",0,0
"2244",0,0
"2245",0,0
"2246",195.013216742174,0
"2247",0,0
"2248",0,0
"2249",0,0
"2250",0,0
"2251",0,0
"2252",0,0
"2253",78.0486229672569,0
"2254",0,0
"2255",-20.8014097858319,0
"2256",0,0
"2257",49.8367109452223,0
"2258",0,0
"2259",0,0
"2260",0,0
"2261",0,0
"2262",68.9046699155683,0
"2263",0,0
"2264",0,0
"2265",0,0
"2266",0,0
"2267",0,0
"2268",0,0
"2269",0,0
"2270",0,0
"2271",0,0
"2272",14.7776682020181,0
"2273",182.012335626029,0
"2274",0,0
"2275",0,0
"2276",0,0
"2277",0,0
"2278",0,0
"2279",0,0
"2280",0,0
"2281",0,0
"2282",0,0
"2283",20173.0338652183,0
"2284",15.8394068265033,0
"2285",0,0
"2286",0,0
"2287",0,0
"2288",0,0
"2289",0,0
"2290",0,0
"2291",0,0
"2292",94.3863969032124,0
"2293",19.5013216742174,0
"2294",0,0
"2295",161.210925840197,0
"2296",0,0
"2297",0,0
"2298",141.10289638056,0
"2299",-10.9640764079489,0
"2300",0,0
"2301",32.5022027903624,0
"2302",-82.9239533858113,0
"2303",-3488.56976616556,0
"2304",0,0
"2305",0,0
"2306",0,0
"2307",32.5022027903624,0
"2308",0,0
"2309",0,0
"2310",21.6681351935749,0
"2311",0,0
"2312",0,0
"2313",0,0
"2314",0,0
"2315",0,0
"2316",0,0
"2317",0,0
"2318",0,0
"2319",0,0
"2320",9.05728051091432,0
"2321",98.7488865751345,0
"2322",0,0
"2323",0,0
"2324",0,0
"2325",0,0
"2326",0,0
"2327",0,0
"2328",0,0
"2329",185.04587455313,0
"2330",0,0
"2331",11.3107665710461,0
"2332",0,0
"2333",0,0
"2334",0,1
"2335",0,1
"2336",0,1
"2337",0,1
"2338",0,1
"2339",0,1
"2340",0,1
"2341",223.095119953047,1
"2342",0,1
"2343",0,1
"2344",0,1
"2345",0,1
"2346",0,1
"2347",0,1
"2348",0,1
"2349",39.6526874042421,1
"2350",0,1
"2351",16.2511013951812,1
"2352",22.7515419532537,1
"2353",0,1
"2354",0,1
"2355",0,1
"2356",0,1
"2357",227.515419532537,1
"2358",0,1
"2359",0,1
"2360",-5.85039650226523,1
"2361",0,1
"2362",173.345081548599,1
"2363",0,1
"2364",0,1
"2365",0,1
"2366",0,1
"2367",191.112952407331,1
"2368",3.90026433484349,1
"2369",0,1
"2370",0,1
"2371",0,1
"2372",0,1
"2373",0,1
"2374",0,1
"2375",0,1
"2376",0,1
"2377",159.694156376647,1
"2378",0,1
"2379",632.709547652388,1
"2380",0,1
"2381",-0.173345081548599,1
"2382",294.686638632619,1
"2383",195.013216742174,1
"2384",0,1
"2385",65.0044055807248,1
"2386",1326.08987384679,1
"2387",0,1
"2388",31.4621323010708,1
"2389",0,1
"2390",0,1
"2391",198.480118373146,1
"2392",276.26872371808,1
"2393",154.580476470964,1
"2394",0,1
"2395",676.045818039538,1
"2396",0,1
"2397",0,1
"2398",0,1
"2399",592.623497544274,1
"2400",75.8384731775123,1
"2401",145.999894934308,1
"2402",0,1
"2403",0,1
"2404",0,1
"2405",0,1
"2406",0,1
"2407",0,1
"2408",0,1
"2409",0,1
"2410",0,1
"2411",0,1
"2412",0,1
"2413",0,1
"2414",0,1
"2415",0,1
"2416",0,0
"2417",0,1
"2418",19.0679589703459,1
"2419",0,1
"2420",0,1
"2421",0,1
"2422",0,1
"2423",0,1
"2424",35.8824318805601,1
"2425",0,1
"2426",0,1
"2427",0,1
"2428",0,1
"2429",0,1
"2430",0,1
"2431",9653.15422873763,1
"2432",23.8349487129324,1
"2433",34.5823437689456,1
"2434",0,1
"2435",20.8014097858319,1
"2436",-22.6648694124794,1
"2437",112.240940302718,1
"2438",173.345081548599,1
"2439",0,1
"2440",0,1
"2441",0,1
"2442",8.45057272549422,1
"2443",92.7396186285007,1
"2444",50.6601000825782,1
"2445",140.842878758237,1
"2446",769.998852238879,1
"2447",243.549839575782,1
"2448",39.0026433484349,1
"2449",0,1
"2450",0,1
"2451",0,1
"2452",-36.4024671252059,1
"2453",0,1
"2454",0,1
"2455",0,1
"2456",0,1
"2457",10.8340675967875,1
"2458",0,1
"2459",0,1
"2460",0,1
"2461",108.687366130972,1
"2462",0,1
"2463",0,1
"2464",1300.26145669604,1
"2465",0,1
"2466",78.0052866968698,1
"2467",468.031720181219,1
"2468",0,1
"2469",80.4321178385501,1
"2470",0,1
"2471",0,1
"2472",0,1
"2473",28.1685757516474,1
"2474",0,1
"2475",0,1
"2476",0,1
"2477",0,1
"2478",0,1
"2479",0,1
"2480",0,1
"2481",0,1
"2482",0,1
"2483",0,1
"2484",212.347724897034,1
"2485",130.875536569193,1
"2486",0,1
"2487",65.0044055807248,1
"2488",0,1
"2489",0,1
"2490",0,1
"2491",0,1
"2492",0,1
"2493",188.512776184102,1
"2494",0,1
"2495",0,1
"2496",0,1
"2497",0,1
"2498",20.8014097858319,1
"2499",0,1
"2500",-31.8521587345552,1
"2501",11.2240940302718,1
"2502",0,1
"2503",0,1
"2504",97.2899270191514,1
"2505",0,1
"2506",0,1
"2507",0,1
"2508",41.9061734643739,1
"2509",-23.4015860090609,1
"2510",65.2210869326605,1
"2511",26.0017622322899,0
"2512",0,0
"2513",0,1
"2514",0,1
"2515",0,1
"2516",0,1
"2517",0,1
"2518",0,1
"2519",893.073860138384,1
"2520",866.725407742997,1
"2521",1255.45175311573,1
"2522",0,1
"2523",127.408634938221,0
"2524",0,0
"2525",0,0
"2526",0,0
"2527",0,0
"2528",0,1
"2529",0,1
"2530",0,1
"2531",0,1
"2532",42.9245758184719,1
"2533",451.780618786037,1
"2534",0,1
"2535",19.9346843780889,1
"2536",0,1
"2537",0,1
"2538",4567.6428988056,1
"2539",0,1
"2540",29.4686638632619,1
"2541",0,1
"2542",151.676946355025,1
"2543",22.9682233051894,1
"2544",169.011454509884,1
"2545",0,1
"2546",2.38349487129324,1
"2547",0,1
"2548",0,1
"2549",0,1
"2550",-57.4205582629736,1
"2551",0,1
"2552",-26.0017622322899,1
"2553",39.0026433484349,1
"2554",22.1014978974464,1
"2555",0,1
"2556",0,1
"2557",0,1
"2558",0,1
"2559",0,1
"2560",0,1
"2561",0,1
"2562",0,1
"2563",-3.68358298290774,1
"2564",0,1
"2565",87.5392661820427,1
"2566",0,1
"2567",0,1
"2568",0,1
"2569",0,1
"2570",71.9382088426688,1
"2571",6.93380326194398,0
"2572",0,0
"2573",0,0
"2574",0,0
"2575",174.645169660214,0
"2576",0,0
"2577",0,0
"2578",8.66725407742997,0
"2579",92.3062559246292,0
"2580",0,0
"2581",0,0
"2582",0,0
"2583",0,0
"2584",0,0
"2585",0,0
"2586",0,0
"2587",0,0
"2588",0,0
"2589",0,0
"2590",0,0
"2591",43.3362703871499,0
"2592",0,0
"2593",0,0
"2594",0,0
"2595",0,0
"2596",0,0
"2597",0,0
"2598",0,0
"2599",0,0
"2600",0,0
"2601",0,0
"2602",0,0
"2603",0,0
"2604",66.7378563962108,0
"2605",0,0
"2606",17.3345081548599,0
"2607",0,0
"2608",0,0
"2609",0,0
"2610",0,0
"2611",0,0
"2612",0,0
"2613",0,0
"2614",0,0
"2615",0,0
"2616",0,0
"2617",0,0
"2618",0,0
"2619",0,0
"2620",0,0
"2621",0,0
"2622",0,0
"2623",0,0
"2624",0,0
"2625",0,0
"2626",81.255506975906,0
"2627",0,0
"2628",0,0
"2629",650.087392077635,0
"2630",0,0
"2631",4.33362703871499,0
"2632",-113.541028414333,0
"2633",86.6725407742997,0
"2634",0,0
"2635",74.4083762547363,0
"2636",820.528943510296,0
"2637",0,0
"2638",139.369445565074,0
"2639",0,0
"2640",0,0
"2641",65.0044055807248,0
"2642",180.235548540156,0
"2643",278.240524020696,0
"2644",333.949299603377,0
"2645",220.148253566721,0
"2646",433.536048953047,0
"2647",0,0
"2648",52.4946706256582,0
"2649",0,0
"2650",40.9527755158566,0
"2651",292.519825113262,0
"2652",493.426774628088,0
"2653",273.581874954077,0
"2654",43.076252764827,0
"2655",172.998391385502,0
"2656",36.1857857732701,0
"2657",130.00881116145,0
"2658",0,0
"2659",314.187960306836,0
"2660",0,0
"2661",362.464565518121,0
"2662",0,0
"2663",500.533922971581,0
"2664",173.345081548599,0
"2665",0,1
"2666",0,1
"2667",0,1
"2668",0,1
"2669",0,1
"2670",0,1
"2671",0,1
"2672",0,1
"2673",0,1
"2674",0,1
"2675",0,1
"2676",0,1
"2677",0,1
"2678",0,1
"2679",0,1
"2680",0,1
"2681",216.681351935749,1
"2682",842.457096326193,1
"2683",21.6681351935749,1
"2684",156.01057339374,1
"2685",3236.35267251235,1
"2686",1592.60793672776,1
"2687",0,1
"2688",0,1
"2689",842.457096326193,1
"2690",180.105539728995,1
"2691",-25.9584259619028,1
"2692",203.680470819604,1
"2693",41.4728107605024,1
"2694",0,1
"2695",292.519825113262,1
"2696",275.05530814724,1
"2697",-8188.82165235584,1
"2698",812.55506975906,1
"2699",4.22528636274711,1
"2700",341.923173354612,1
"2701",173.345081548599,1
"2702",0,1
"2703",194.579854038303,1
"2704",195.013216742174,1
"2705",-120.258150324341,1
"2706",260.017622322899,1
"2707",100.973510002059,1
"2708",0,1
"2709",0,1
"2710",0,1
"2711",0,0
"2712",0,0
"2713",0,0
"2714",0,0
"2715",0,0
"2716",0,0
"2717",0,0
"2718",0,0
"2719",0,0
"2720",0,0
"2721",0,0
"2722",0,0
"2723",0,0
"2724",0,0
"2725",0,0
"2726",0,0
"2727",0,0
"2728",0,0
"2729",0,0
"2730",0,0
"2731",0,0
"2732",0,0
"2733",0,0
"2734",0,0
"2735",0,0
"2736",0,0
"2737",0,0
"2738",0,0
"2739",0,0
"2740",0,0
"2741",0,0
"2742",292.519825113262,0
"2743",44.6363584987644,0
"2744",0,0
"2745",0,0
"2746",53.7369752800658,0
"2747",0,0
"2748",0,0
"2749",0,0
"2750",0,0
"2751",0,0
"2752",53.3902851169686,0
"2753",234.015860090609,0
"2754",102.273598113674,0
"2755",0,0
"2756",60.4974334604612,0
"2757",376.592189664332,0
"2758",348.423613912685,0
"2759",744.300443899299,0
"2760",426.28446048179,0
"2761",22.7515419532537,0
"2762",6.50044055807248,0
"2763",0,0
"2764",26.3484523953871,0
"2765",307.687519748764,0
"2766",193.583119819398,0
"2767",361.857857732701,0
"2768",0,0
"2769",284.93597779551,0
"2770",39.0026433484349,0
"2771",49.8367109452223,0
"2772",0,0
"2773",0,0
"2774",0,0
"2775",543.003467950988,0
"2776",101.320200165156,0
"2777",240.819654541392,0
"2778",0,0
"2779",574.205582629736,0
"2780",20.1513657300247,0
"2781",186.345962664744,0
"2782",26.7384788288715,0
"2783",10.6173862448517,0
"2784",0,0
"2785",0,0
"2786",0,0
"2787",0,0
"2788",0,0
"2789",-126.866931558381,0
"2790",0,0
"2791",88.18931023785,0
"2792",1.2134155708402,0
"2793",65.0044055807248,0
"2794",39.8693687561779,0
"2795",12.1124875732084,0
"2796",13.6075889015651,0
"2797",143.963090226112,0
"2798",52.0035244645798,0
"2799",0,0
"2800",0,0
"2801",88.1459739674628,0
"2802",585.039650226523,0
"2803",0,0
"2804",314.910245586815,0
"2805",0,0
"2806",18.2879061033772,0
"2807",177.202009613056,0
"2808",0,0
"2809",74.3939290679166,0
"2810",25.5683995284184,0
"2811",0,0
"2812",0,0
"2813",0,0
"2814",0,0
"2815",0,0
"2816",0,0
"2817",0,0
"2818",0,0
"2819",0,0
"2820",0,0
"2821",0,0
"2822",0,0
"2823",0,0
"2824",0,0
"2825",0,0
"2826",0,0
"2827",0,0
"2828",0,0
"2829",0,0
"2830",0,0
"2831",0,0
"2832",0,0
"2833",0,0
"2834",0,0
"2835",0,0
"2836",0,0
"2837",0,0
"2838",0,0
"2839",0,0
"2840",0,0
"2841",0,0
"2842",0,0
"2843",0,0
"2844",0,0
"2845",0,0
"2846",0,0
"2847",0,0
"2848",0,0
"2849",0,0
"2850",0,0
"2851",0,0
"2852",0,0
"2853",0,0
"2854",0,0
"2855",0,0
"2856",0,0
"2857",0,0
"2858",0,0
"2859",0,0
"2860",0,0
"2861",0,0
"2862",0,0
"2863",0,0
"2864",0,0
"2865",0,0
"2866",0,0
"2867",3.68358298290774,0
"2868",0,0
"2869",0,0
"2870",182.662379681837,0
"2871",21.5814626528006,0
"2872",32.5022027903624,0
"2873",37.0525111810131,0
"2874",14.0842878758237,0
"2875",216.681351935749,0
"2876",173.561762900535,0
"2877",39.0026433484349,0
"2878",34.9940383376235,0
"2879",13.000881116145,0
"2880",273.018503439044,0
"2881",43.4662791983113,0
"2882",8.71059034781712,0
"2883",34.712352580107,0
"2884",112.587630465815,0
"2885",0,0
"2886",0,0
"2887",0,0
"2888",0,0
"2889",0,0
"2890",0,0
"2891",0,0
"2892",0,0
"2893",81.4721883278417,0
"2894",0,0
"2895",0,0
"2896",0,0
"2897",0,0
"2898",0,0
"2899",0,0
"2900",0,0
"2901",0,0
"2902",0,0
"2903",0,1
"2904",0,1
"2905",0,1
"2906",0,1
"2907",0,1
"2908",0,1
"2909",0,1
"2910",0,1
"2911",0,1
"2912",0,1
"2913",0,1
"2914",0,1
"2915",0,1
"2916",0,1
"2917",0,1
"2918",0,1
"2919",0,1
"2920",0,1
"2921",0,1
"2922",0,1
"2923",0,1
"2924",0,1
"2925",0,1
"2926",0,1
"2927",0,1
"2928",0,1
"2929",0,1
"2930",0,1
"2931",0,1
"2932",0,1
"2933",0,1
"2934",0,0
"2935",0,1
"2936",0,0
"2937",0,1
"2938",26.8684876400329,1
"2939",0,1
"2940",0,1
"2941",0,1
"2942",0,1
"2943",0,1
"2944",0,1
"2945",0,1
"2946",0,1
"2947",0,1
"2948",0,1
"2949",346.690163097199,1
"2950",0,1
"2951",0,1
"2952",0,1
"2953",0,1
"2954",0,1
"2955",0,1
"2956",0,1
"2957",0,1
"2958",0,1
"2959",0,1
"2960",0,1
"2961",0,1
"2962",0,1
"2963",0,1
"2964",0,1
"2965",63.7043174691103,1
"2966",0,1
"2967",0,1
"2968",0,1
"2969",0,1
"2970",0,1
"2971",29.3386550521005,1
"2972",0,1
"2973",3.98693687561779,1
"2974",0,1
"2975",97.9399710749587,1
"2976",-728.049342504118,1
"2977",0,1
"2978",42.2528636274711,1
"2979",0,1
"2980",0,1
"2981",72.7615979800246,1
"2982",49.8367109452223,1
"2983",50.0533922971581,1
"2984",0,1
"2985",1672.78003694398,1
"2986",124.938467526153,0
"2987",1386.7606523888,1
"2988",248.316829318369,1
"2989",1083.40675967875,0
"2990",12.0258150324341,1
"2991",177.678708587314,1
"2992",-37.0525111810131,1
"2993",81.4721883278417,1
"2994",25.0483642837726,1
"2995",0,1
"2996",36.4891396659802,1
"2997",429.462439536655,1
"2998",0,1
"2999",307.687519748764,1
"3000",30.3353892710049,1
"3001",-70.2047580271828,1
"3002",38.6559531853377,1
"3003",0,1
"3004",6.50044055807248,1
"3005",0,1
"3006",0,0
"3007",0,1
"3008",0,1
"3009",0,1
"3010",281.685757516474,1
"3011",0,1
"3012",0,1
"3013",0,1
"3014",0,1
"3015",0,0
"3016",0,0
"3017",0,1
"3018",0,0
"3019",0,0
"3020",0,1
"3021",31.6354773826194,1
"3022",0,1
"3023",0,1
"3024",-117.874655453048,1
"3025",0,1
"3026",0,1
"3027",30.3353892710049,1
"3028",114.407753822076,1
"3029",161.210925840197,1
"3030",0,0
"3031",0,1
"3032",0,0
"3033",0,0
"3034",0,1
"3035",0,0
"3036",-34.6690163097199,1
"3037",0,1
"3038",0,1
"3039",0,0
"3040",0,0
"3041",260.017622322899,0
"3042",0,0
"3043",0,0
"3044",0,0
"3045",0,0
"3046",0,0
"3047",33.8022909019769,0
"3048",0,1
"3049",0,1
"3050",0,1
"3051",797.387375123557,1
"3052",0,1
"3053",0,1
"3054",0,1
"3055",0,1
"3056",0,1
"3057",0,1
"3058",0,1
"3059",0,1
"3060",0,1
